Timestamp	Room	PlayerX	PlayerZ	RobotX	RobotZ	P2RDistance	RobotWaitTime	IdealTrackDistance	ParticleDensity	ExpStage	ExpCondition
20.01.2022 17:00:59	Hallway-Long	-24,297	-2,87	-28,8299	-36,27607	33,7122	0	44,47334	0	experiment	VisualRobot
20.01.2022 17:00:59	Hallway-Long	-24,297	-2,87	-28,8299	-36,27607	33,7122	0	44,47334	0	experiment	VisualRobot
20.01.2022 17:01:00	Hallway-Long	-24,297	-2,87	-28,8299	-36,27607	33,7122	0	44,47334	0	experiment	VisualRobot
20.01.2022 17:01:02	Hallway-Long	-24,20722	-4,736381	-28,8299	-36,27607	31,87665	0	72,71744	0	experiment	VisualRobot
