Timestamp	Room	PlayerX	PlayerZ	RobotX	RobotZ	P2RDistance	RobotWaitTime	IdealTrackDistance	ParticleDensity	ExpStage	ExpCondition
23.01.2022 19:04:34	Cubicle Room corridor	-11,56144	-26,0036	-11,39464	-24,55934	1,453865	2,999998	1,20482	0	experiment	VisualRobot
23.01.2022 19:04:36	Hallway	-11,10469	-22,57635	-8,852413	-21,62312	2,44569	2,999998	0,9054571	0	experiment	VisualRobot
23.01.2022 19:04:38	Hallway	-9,817022	-21,63442	-7,961506	-17,74016	4,313728	2,999998	1,913216	0	experiment	VisualRobot
23.01.2022 19:04:40	Hallway	-8,106017	-18,53106	-7,378164	-14,57897	4,018551	3,299998	0,5845771	0	experiment	VisualRobot
23.01.2022 19:04:42	Callcenter	-7,66506	-14,80379	-4,001728	-13,94323	3,763053	3,499997	0,7747127	0	experiment	VisualRobot
23.01.2022 19:04:44	Callcenter	-6,192231	-14,14579	-0,1417408	-14,80825	6,086649	3,499997	0,6952136	0	experiment	VisualRobot
23.01.2022 19:04:46	Callcenter	-4,370039	-13,77412	1,019833	-13,23965	5,416306	4,419997	0,6703213	0	experiment	VisualRobot
23.01.2022 19:04:48	Callcenter	-1,421369	-13,53881	1,352692	-11,88454	3,229861	5,619996	2,1615	0	experiment	VisualRobot
23.01.2022 19:04:50	Callcenter	1,308704	-11,56319	1,680962	-8,976896	2,612948	6,099995	0,7870502	0	experiment	VisualRobot
23.01.2022 19:04:52	Hallway.L	1,212224	-7,882819	-0,009307861	-5,438221	2,7328	6,099995	1,163429	0	experiment	VisualRobot
23.01.2022 19:04:54	Hallway.L	-0,5583705	-3,884999	-0,8912029	-1,614338	2,294924	6,099995	0,6611115	0	experiment	VisualRobot
23.01.2022 19:04:56	Hallway.L	-0,6947455	-1,121422	-0,8997955	2,425724	3,553068	6,099995	0,549147	0	experiment	VisualRobot
23.01.2022 19:04:58	Hallway.L	-0,7826542	1,512041	-4,015339	4,092884	4,136545	6,099995	0,9761452	0	experiment	VisualRobot
23.01.2022 19:05:00	Hallway.L	-0,8126771	2,287617	-6,474432	4,773724	6,183542	6,819994	1,584397	0	experiment	VisualRobot
23.01.2022 19:05:02	Hallway.L	-0,8126771	2,287617	-6,474432	4,773724	6,183542	8,800012	1,584397	0	experiment	VisualRobot
23.01.2022 19:05:04	Hallway.L	-3,007442	3,336435	-7,202738	4,398136	4,327553	10,28005	0,4628444	0	experiment	VisualRobot
23.01.2022 19:05:06	Hallway.L	-8,622734	4,865551	-11,11895	4,815689	2,496718	10,28005	0,5324116	0	experiment	VisualRobot
23.01.2022 19:05:08	Secretary Lounge	-12,41847	4,757108	-15,11901	4,823841	2,701358	10,28005	0,8860912	0	experiment	VisualRobot
23.01.2022 19:05:10	Secretary Lounge	-16,90021	4,500564	-19,09421	4,469814	2,194212	10,28005	0,5671768	0	experiment	VisualRobot
23.01.2022 19:05:12	Lobby	-19,56223	4,473981	-23,05295	4,072361	3,513741	10,28005	0,5271594	0	experiment	VisualRobot
23.01.2022 19:05:14	Lobby	-19,56223	4,473981	-25,9233	4,598213	6,362276	10,78006	0,5271593	0	experiment	VisualRobot
23.01.2022 19:05:16	Lobby	-22,43235	4,696872	-26,13329	5,052067	3,717947	12,42009	0,8864692	0	experiment	VisualRobot
23.01.2022 19:05:18	Lobby	-27,21967	5,028126	-27,88521	4,981499	0,6671702	12,42009	1,440389	0	experiment	VisualRobot
