Timestamp	Room	PlayerX	PlayerZ	RobotX	RobotZ	P2RDistance	RobotWaitTime	IdealTrackDistance	ParticleDensity	ExpStage	ExpCondition
23.01.2022 19:13:13	Hallway-Long	-24,297	-2,87	0	0	-1	0	44,47334	-1	tutorial	AudioRobot
23.01.2022 19:13:13	Hallway-Long	-24,297	-2,87	0	0	-1	0	44,47334	-1	tutorial	AudioRobot
23.01.2022 19:13:13	Hallway-Long	-24,297	-2,87	0	0	-1	0	44,47334	-1	tutorial	AudioRobot
23.01.2022 19:13:15	Hallway-Long	-23,79381	-2,406048	0	0	-1	0	38,72868	-1	tutorial	AudioRobot
23.01.2022 19:13:17	Hallway-Long	-24,16435	-11,09564	0	0	-1	0	221,2736	-1	tutorial	AudioRobot
23.01.2022 19:13:19	Küche	-16,65223	-14,66829	0	0	-1	0	76,57314	-1	tutorial	AudioRobot
23.01.2022 19:13:21	Pausenraum	-17,12649	-20,8387	0	0	-1	0	45,08269	-1	tutorial	AudioRobot
23.01.2022 19:13:23	Küche	-16,46547	-15,93162	0	0	-1	0	73,39252	-1	tutorial	AudioRobot
23.01.2022 19:13:25	Hallway-Long	-23,21085	-13,76356	0	0	-1	0	235,6754	-1	tutorial	AudioRobot
23.01.2022 19:13:27	Hallway-Long	-23,9096	-23,44254	0	0	-1	0	153,5206	-1	tutorial	AudioRobot
23.01.2022 19:13:29	Cubicle Room right	-24,18717	-29,9995	-26,68856	-36,16959	6,657855	0	43,10615	0,1309804	experiment	AudioRobot
23.01.2022 19:13:31	Cubicle Room right	-24,60189	-34,47231	-25,77908	-36,16244	2,059688	3,039998	5,64111	0,1643137	experiment	AudioRobot
23.01.2022 19:13:33	Cubicle Room right	-22,83844	-37,05986	-22,07225	-37,46593	0,8671447	3,039998	0,7634197	0,2109804	experiment	AudioRobot
23.01.2022 19:13:35	Cubicle Room left	-15,18509	-38,03843	-15,59018	-37,98939	0,4080519	3,039998	0,4679263	0,2243138	experiment	AudioRobot
23.01.2022 19:13:37	Cubicle Room corridor	-11,73597	-32,86685	-10,68742	-35,21228	2,569145	3,039998	5,825248	0,2576471	experiment	AudioRobot
23.01.2022 19:13:39	Hallway	-11,34641	-23,81279	-11,47531	-24,62303	0,8204226	3,039998	1,102855	0,3043138	experiment	AudioRobot
23.01.2022 19:13:41	Callcenter	-7,815681	-17,28757	-7,949921	-17,5752	0,3174153	3,039998	0,8011574	0,3176471	experiment	AudioRobot
23.01.2022 19:13:43	Callcenter	0,432413	-12,87737	-1,804611	-14,73574	2,908233	3,039998	1,267645	0,3509805	experiment	AudioRobot
23.01.2022 19:13:45	Hallway.L	-0,5048353	-4,337907	0,2254753	-5,7964	1,631121	3,039998	1,167392	0,3976471	experiment	AudioRobot
23.01.2022 19:13:47	Hallway.L	-1,643751	1,928528	-0,8997784	2,88839	1,214426	3,039998	2,279001	0,4109805	experiment	AudioRobot
23.01.2022 19:13:49	Hallway.L	-1,473161	1,915714	-4,442671	4,383121	3,860841	3,039998	2,025658	0,4443138	experiment	AudioRobot
23.01.2022 19:13:51	Secretary Lounge	-10,10555	4,94792	-8,920994	4,822884	1,19114	3,099998	1,954159	0,4909805	experiment	AudioRobot
23.01.2022 19:13:53	Secretary Lounge	-19,40377	4,313912	-18,97573	4,48365	0,4604676	3,099998	0,481901	0,5043138	experiment	AudioRobot
23.01.2022 19:13:55	Lobby	-28,3521	5,123555	-26,65603	4,435265	1,830412	3,099998	0,6432267	0,5376472	experiment	AudioRobot
