Timestamp	Room	PlayerX	PlayerZ	RobotX	RobotZ	P2RDistance	RobotWaitTime	IdealTrackDistance	ParticleDensity	ExpStage	ExpCondition
21.01.2022 14:31:45	Küche	-15,34918	-17,74222	-28,8299	-36,27607	22,91797	0	50,57411	0	experiment	VisualRobot
21.01.2022 14:31:47	Küche	-21,29813	-12,2677	-28,8299	-36,27607	25,16206	0	187,7465	0	experiment	VisualRobot
21.01.2022 14:31:49	Hallway-Long	-23,45401	-14,86499	-28,8299	-36,27607	22,07565	0	232,2807	0	experiment	VisualRobot
21.01.2022 14:31:51	Hallway-Long	-24,57058	-23,81424	-28,8299	-36,27607	13,16963	0	157,7727	0	experiment	VisualRobot
21.01.2022 14:31:53	Hallway-Long	-24,23899	-24,33039	-28,8299	-36,27607	12,79749	0	146,2259	0	experiment	VisualRobot
21.01.2022 14:31:55	Cubicle Room right	-24,98558	-28,57169	-26,41172	-36,2116	7,771879	0,9599996	60,8271	0	experiment	VisualRobot
21.01.2022 14:31:57	Cubicle Room right	-25,2799	-31,50254	-26,41172	-36,2116	4,843163	4,959996	23,75162	0	experiment	VisualRobot
21.01.2022 14:31:59	Cubicle Room right	-25,4563	-33,25927	-23,34729	-37,36787	4,618285	5,559996	9,846772	0	experiment	VisualRobot
21.01.2022 14:32:01	Cubicle Room right	-21,75464	-37,2877	-19,17051	-37,72385	2,620681	5,559996	2,483439	0	experiment	VisualRobot
21.01.2022 14:32:03	Cubicle Room left	-18,99942	-37,86964	-15,42842	-37,98301	3,572796	5,559996	2,363366	0	experiment	VisualRobot
21.01.2022 14:32:05	Cubicle Room corridor	-14,81417	-38,30287	-11,98787	-36,404	3,40496	5,559996	0,75121	0	experiment	VisualRobot
21.01.2022 14:32:07	Cubicle Room corridor	-13,07283	-36,55852	-9,718157	-34,20202	4,099627	5,939995	1,205934	0	experiment	VisualRobot
21.01.2022 14:32:09	Cubicle Room corridor	-11,52825	-33,35419	-9,448666	-31,80229	2,594813	6,699995	4,902363	0	experiment	VisualRobot
21.01.2022 14:32:11	Cubicle Room corridor	-11,52825	-33,35419	-9,448666	-31,80229	2,594813	8,660008	4,902362	0	experiment	VisualRobot
21.01.2022 14:32:13	Cubicle Room corridor	-11,0862	-33,0597	-9,590157	-29,54223	3,822402	9,380025	3,278997	0	experiment	VisualRobot
21.01.2022 14:32:15	Cubicle Room corridor	-10,91605	-29,54779	-11,08741	-26,12364	3,428436	9,540029	2,845022	0	experiment	VisualRobot
21.01.2022 14:32:17	Hallway	-12,09378	-25,07318	-9,986584	-22,57194	3,270545	9,540029	0,9619932	0	experiment	VisualRobot
21.01.2022 14:32:19	Hallway	-12,72226	-22,65323	-8,230824	-19,39647	5,547925	9,540029	5,265876	0	experiment	VisualRobot
21.01.2022 14:32:21	Hallway	-12,72226	-22,65323	-7,963604	-17,78287	6,809204	10,72006	5,265876	0	experiment	VisualRobot
21.01.2022 14:32:23	Hallway	-12,72226	-22,65323	-7,963604	-17,78287	6,809204	12,7601	5,265876	0	experiment	VisualRobot
21.01.2022 14:32:25	Hallway	-8,469797	-20,82337	-8,368069	-17,2045	3,620297	14,26014	0,9360416	0	experiment	VisualRobot
21.01.2022 14:32:27	Callcenter	-7,633828	-16,8216	-6,41157	-14,02884	3,048512	14,32014	0,846539	0	experiment	VisualRobot
21.01.2022 14:32:29	Callcenter	-5,446329	-14,97221	-2,519253	-14,47903	2,968334	14,32014	2,991764	0	experiment	VisualRobot
21.01.2022 14:32:31	Callcenter	-1,829107	-14,72255	0,8942642	-13,86208	2,856073	14,32014	0,5113829	0	experiment	VisualRobot
21.01.2022 14:32:33	Callcenter	1,331046	-11,90534	1,772316	-10,04549	1,911483	14,32014	1,093273	0	experiment	VisualRobot
21.01.2022 14:32:35	Callcenter	0,8079432	-11,22131	0,5985985	-6,329048	4,896736	14,32014	3,103894	0	experiment	VisualRobot
21.01.2022 14:32:37	Callcenter	2,196857	-10,93678	0,2993507	-5,953751	5,33208	16,10018	0,728385	0	experiment	VisualRobot
21.01.2022 14:32:39	Hallway.L	1,35131	-9,42519	-0,3714218	-5,545095	4,245343	17,58021	0,7754042	0	experiment	VisualRobot
21.01.2022 14:32:41	Hallway.L	-0,4768629	-6,057905	-0,8960361	-1,567966	4,509463	17,58021	0,9121105	0	experiment	VisualRobot
21.01.2022 14:32:43	Hallway.L	-0,7750316	-3,238649	-0,6461239	1,470131	4,710544	18,00022	0,6043241	0	experiment	VisualRobot
21.01.2022 14:32:45	Hallway.L	-0,6768479	0,4741246	-3,242149	3,586281	4,033149	18,00022	0,6195144	0	experiment	VisualRobot
21.01.2022 14:32:47	Hallway.L	-2,845436	2,744171	-6,083052	4,560368	3,71224	18,44023	0,8625065	0	experiment	VisualRobot
21.01.2022 14:32:49	Hallway.L	-6,041963	3,798857	-9,030109	4,541126	3,078958	18,86024	2,282547	0	experiment	VisualRobot
21.01.2022 14:32:51	Secretary Lounge	-10,92236	5,273882	-13,25633	4,815472	2,378561	18,86024	1,38177	0	experiment	VisualRobot
21.01.2022 14:32:53	Secretary Lounge	-12,75071	5,351614	-16,85483	4,789627	4,142417	18,86024	1,701407	0	experiment	VisualRobot
21.01.2022 14:32:55	Secretary Lounge	-12,99545	5,346863	-18,87278	4,490883	5,939329	19,86026	2,236413	0	experiment	VisualRobot
